"","sa2_id","sa2_name","state"
"2139",2139,"East Pilbara","Western Australia"
"2140",2140,"Newman","Western Australia"
"2141",2141,"Port Hedland","Western Australia"
"2142",2142,"South Hedland","Western Australia"
"2143",2143,"Ashburton (WA)","Western Australia"
"2144",2144,"Karratha","Western Australia"
"2145",2145,"Roebourne","Western Australia"
"2146",2146,"Esperance","Western Australia"
"2147",2147,"Esperance Region","Western Australia"
"2148",2148,"Carnarvon","Western Australia"
"2149",2149,"Exmouth","Western Australia"
"2150",2150,"Boulder","Western Australia"
"2151",2151,"Kalgoorlie","Western Australia"
"2152",2152,"Kalgoorlie - North","Western Australia"
"2153",2153,"Kambalda - Coolgardie - Norseman","Western Australia"
"2154",2154,"Leinster - Leonora","Western Australia"
"2155",2155,"Geraldton","Western Australia"
"2156",2156,"Geraldton - East","Western Australia"
"2157",2157,"Geraldton - North","Western Australia"
"2158",2158,"Geraldton - South","Western Australia"
"2159",2159,"Irwin","Western Australia"
"2160",2160,"Meekatharra","Western Australia"
"2161",2161,"Morawa","Western Australia"
"2162",2162,"Northampton - Mullewa - Greenough","Western Australia"
